ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction
680,Male,46,Returning,Business,Business,3259,46,60,4,3,4,5,4,4,5,4,5,3,4,4,4,4,Satisfied
681,Female,48,Returning,Business,Business,3552,0,0,2,4,4,4,2,1,4,1,1,3,1,3,1,3,Neutral or Dissatisfied
682,Female,27,First-time,Business,Business,247,9,8,2,2,3,2,2,3,1,2,1,1,4,2,1,4,Neutral or Dissatisfied
683,Male,42,Returning,Business,Business,134,0,0,3,3,5,5,3,5,5,5,3,2,5,3,5,5,Satisfied
684,Male,32,Returning,Business,Business,134,3,0,1,1,4,1,1,4,2,3,1,1,3,2,1,4,Neutral or Dissatisfied
685,Male,54,Returning,Business,Business,309,0,0,4,4,1,4,4,2,3,2,1,5,2,2,2,2,Neutral or Dissatisfied
686,Male,34,First-time,Business,Business,309,0,0,4,4,5,4,2,4,1,5,1,1,4,4,1,5,Neutral or Dissatisfied
687,Male,32,Returning,Business,Business,282,0,0,3,5,4,4,3,5,4,3,4,4,4,3,4,4,Satisfied
688,Female,42,Returning,Business,Business,1988,0,0,1,1,5,4,1,4,4,4,4,2,4,1,4,4,Satisfied
689,Female,43,Returning,Business,Business,3102,0,0,4,0,4,4,1,3,4,3,4,3,3,0,3,3,Satisfied
690,Female,59,Returning,Business,Business,164,0,0,4,0,4,5,4,4,5,4,4,5,4,0,4,4,Satisfied
691,Male,37,First-time,Business,Business,309,0,0,2,2,3,2,4,4,1,3,1,1,5,2,1,5,Neutral or Dissatisfied
692,Male,26,First-time,Business,Business,164,0,0,5,3,3,3,4,3,5,2,5,5,4,2,5,4,Neutral or Dissatisfied
693,Female,40,Returning,Business,Business,3625,0,1,1,2,3,4,1,5,4,5,3,3,5,1,5,5,Satisfied
694,Female,39,Returning,Business,Business,2242,212,208,5,5,4,4,5,4,4,5,4,4,4,5,4,4,Satisfied
695,Male,20,First-time,Business,Economy,89,0,0,4,1,4,1,5,5,1,2,3,3,4,1,3,4,Neutral or Dissatisfied
696,Male,22,First-time,Business,Economy,102,0,0,5,1,5,1,3,4,4,3,4,4,4,1,4,4,Neutral or Dissatisfied
697,Male,43,Returning,Business,Business,3908,11,7,4,4,5,5,4,5,5,5,3,3,5,4,5,5,Satisfied
698,Male,18,Returning,Business,Business,2301,33,35,4,2,3,1,2,3,3,2,0,0,3,3,0,4,Neutral or Dissatisfied
699,Female,46,Returning,Business,Business,113,8,8,4,4,5,4,4,4,4,4,3,4,4,4,4,4,Satisfied
700,Female,61,Returning,Business,Business,1701,0,0,2,2,5,5,2,3,5,4,3,4,3,2,3,3,Satisfied
701,Male,18,First-time,Business,Economy,270,0,0,4,2,4,2,3,3,1,4,1,1,4,2,1,5,Neutral or Dissatisfied
702,Female,34,Returning,Business,Business,158,6,0,4,4,4,5,4,5,4,5,4,3,5,4,5,4,Satisfied
703,Male,50,First-time,Business,Business,134,15,43,2,2,5,2,3,5,4,5,4,4,4,2,4,4,Neutral or Dissatisfied
704,Male,55,Returning,Business,Business,2900,0,0,1,1,4,5,4,3,4,3,3,2,3,0,3,3,Satisfied
705,Female,42,Returning,Business,Business,2950,0,0,1,1,1,2,1,5,3,4,2,2,5,3,5,3,Neutral or Dissatisfied
706,Male,45,Returning,Business,Business,2987,0,0,1,1,5,4,1,5,4,5,3,2,5,1,5,4,Satisfied
707,Male,55,First-time,Business,Business,113,0,0,4,4,5,4,3,3,4,4,4,4,4,4,4,5,Satisfied
708,Male,38,Returning,Business,Business,3358,0,0,4,4,1,2,4,3,3,3,4,3,3,1,3,1,Neutral or Dissatisfied
709,Female,50,Returning,Business,Business,2390,0,5,4,4,3,4,4,5,5,5,5,4,5,4,5,4,Satisfied
710,Female,40,Returning,Business,Business,158,116,135,4,4,4,5,4,4,4,4,4,4,4,4,5,5,Satisfied
711,Male,36,Returning,Business,Business,89,134,129,4,4,5,5,4,2,5,5,5,5,4,4,4,5,Satisfied
712,Female,52,Returning,Business,Business,3854,0,0,4,4,3,5,4,4,4,4,5,2,4,4,4,5,Satisfied
713,Male,54,Returning,Business,Business,89,0,0,3,3,3,4,3,2,3,2,4,2,2,2,2,2,Neutral or Dissatisfied
714,Female,37,First-time,Business,Business,89,0,0,4,4,3,4,3,5,3,5,3,3,5,4,3,4,Neutral or Dissatisfied
715,Male,35,Returning,Business,Business,3640,31,47,4,4,4,4,4,5,5,5,4,2,5,4,5,5,Satisfied
716,Female,37,First-time,Business,Business,134,78,73,2,2,2,2,3,2,1,4,1,1,4,2,1,4,Neutral or Dissatisfied
717,Female,44,Returning,Business,Business,1915,0,0,2,2,5,4,2,5,5,5,4,2,5,2,5,5,Satisfied
718,Female,47,First-time,Business,Business,89,0,0,2,2,4,2,5,3,2,5,4,4,5,2,4,4,Neutral or Dissatisfied
719,Female,27,First-time,Business,Business,158,0,10,2,2,1,2,3,2,1,1,1,1,4,2,1,3,Neutral or Dissatisfied
720,Female,51,Returning,Business,Business,309,0,0,1,1,4,5,1,5,4,5,4,2,5,1,5,5,Satisfied
721,Female,44,First-time,Business,Business,354,0,0,3,3,3,2,3,3,5,2,5,5,5,2,5,4,Neutral or Dissatisfied
722,Female,58,Returning,Business,Business,3798,5,4,2,2,5,5,2,5,4,5,5,3,5,2,5,5,Satisfied
723,Female,50,First-time,Business,Business,140,0,0,3,3,4,3,4,3,5,2,5,5,5,3,5,4,Neutral or Dissatisfied
724,Male,45,Returning,Business,Business,3934,0,0,2,4,2,2,2,1,2,1,4,1,1,2,1,2,Neutral or Dissatisfied
725,Male,21,First-time,Business,Economy,309,0,0,5,0,3,0,2,5,3,4,3,3,5,1,3,4,Neutral or Dissatisfied
726,Male,56,Returning,Business,Business,89,0,0,5,3,1,3,5,3,3,3,2,2,3,3,3,3,Neutral or Dissatisfied
727,Female,54,Returning,Business,Business,2509,0,3,4,4,4,5,4,5,4,5,4,3,5,4,5,4,Satisfied
728,Male,16,First-time,Business,Economy,309,0,0,4,4,2,4,4,2,5,1,5,5,4,4,5,4,Neutral or Dissatisfied
729,Female,37,First-time,Business,Business,164,63,60,2,2,3,2,4,3,3,5,3,3,4,2,3,5,Satisfied
730,Female,41,Returning,Business,Business,2868,19,22,1,1,5,4,1,4,5,4,4,3,4,1,4,4,Satisfied
731,Female,22,First-time,Business,Business,164,3,0,2,1,2,1,3,1,4,1,4,4,3,1,4,3,Neutral or Dissatisfied
732,Female,55,Returning,Business,Business,3446,0,0,2,5,4,3,2,2,3,2,1,1,2,1,2,1,Neutral or Dissatisfied
733,Female,57,Returning,Business,Business,354,0,0,0,0,3,5,3,4,5,3,3,3,4,0,4,3,Satisfied
734,Female,39,First-time,Business,Business,89,0,44,2,2,4,2,1,5,4,3,4,4,4,2,4,4,Satisfied
735,Female,59,Returning,Business,Business,3085,0,0,2,2,4,5,2,4,5,4,5,2,4,2,4,4,Satisfied
736,Male,56,First-time,Business,Business,229,0,0,2,2,3,2,3,4,3,3,3,3,4,2,3,3,Neutral or Dissatisfied
737,Female,46,Returning,Business,Business,3717,0,6,3,3,5,5,3,4,5,4,3,3,4,3,4,5,Satisfied
738,Male,44,Returning,Business,Business,158,66,57,3,3,4,4,3,4,5,5,5,5,4,3,4,4,Satisfied
739,Female,39,First-time,Business,Business,482,11,7,2,2,3,2,4,4,1,2,1,1,4,2,1,5,Neutral or Dissatisfied
740,Male,32,Returning,Business,Business,270,0,0,2,2,3,4,2,5,4,2,4,4,5,2,4,5,Satisfied
741,Male,39,First-time,Business,Business,158,0,0,1,1,3,1,4,4,4,2,4,4,4,1,4,4,Neutral or Dissatisfied
742,Female,46,Returning,Business,Business,158,0,0,5,5,1,3,5,1,2,2,3,1,1,2,1,2,Neutral or Dissatisfied
743,Female,52,Returning,Business,Business,1975,0,0,0,0,4,5,4,1,4,1,3,5,1,0,1,1,Satisfied
744,Female,43,Returning,Business,Business,312,0,0,1,1,3,4,1,3,5,4,4,3,3,1,3,3,Satisfied
745,Female,58,Returning,Business,Business,2649,3,48,2,2,4,3,2,3,2,3,2,4,3,3,3,3,Neutral or Dissatisfied
746,Male,44,Returning,Business,Business,102,6,7,2,2,4,4,2,3,3,3,2,1,3,1,3,1,Neutral or Dissatisfied
747,Male,58,Returning,Business,Business,1834,0,0,3,3,4,4,3,5,4,5,4,4,5,3,5,5,Satisfied
748,Male,54,Returning,Business,Business,2385,0,0,1,1,5,4,1,4,4,4,5,3,4,1,4,4,Satisfied
749,Male,58,Returning,Business,Business,354,10,8,3,3,5,4,3,4,4,4,3,3,4,3,4,4,Satisfied
750,Male,55,Returning,Business,Business,164,61,66,4,4,4,4,4,4,4,4,3,3,4,4,4,5,Satisfied
751,Female,21,First-time,Business,Economy,354,2,8,4,0,3,0,4,4,3,3,3,3,5,0,3,4,Satisfied
752,Female,47,Returning,Business,Business,3824,0,0,4,0,5,5,2,3,4,3,4,4,3,0,3,3,Satisfied
753,Female,57,Returning,Business,Business,354,6,8,0,0,4,4,3,3,5,4,3,3,3,0,3,4,Satisfied
754,Male,56,Returning,Business,Business,3435,0,0,3,3,5,5,3,5,5,5,3,4,5,3,5,4,Satisfied
755,Female,50,Returning,Business,Business,134,0,0,5,4,3,5,4,5,5,4,3,3,5,4,5,4,Satisfied
756,Female,44,Returning,Business,Business,3189,5,3,1,1,4,5,1,5,5,5,5,4,5,1,5,5,Satisfied
757,Female,38,First-time,Business,Business,113,0,0,3,3,3,3,4,3,5,2,5,5,3,3,5,3,Neutral or Dissatisfied
758,Female,20,First-time,Business,Economy,134,34,21,4,4,3,4,2,3,2,3,2,2,4,4,2,5,Neutral or Dissatisfied
759,Female,24,First-time,Business,Business,158,0,46,0,0,4,0,1,3,2,3,2,2,5,0,2,4,Satisfied
760,Female,37,First-time,Business,Business,309,71,61,1,1,5,1,3,5,2,2,2,2,4,1,2,4,Neutral or Dissatisfied
761,Male,48,Returning,Business,Business,3447,0,18,0,0,4,4,3,5,5,5,3,2,5,0,5,2,Satisfied
762,Female,37,Returning,Business,Business,3638,0,0,3,3,5,5,3,5,4,5,4,2,5,3,5,4,Satisfied
763,Female,40,Returning,Business,Business,3184,0,0,3,3,4,4,3,4,5,4,3,2,4,3,4,5,Satisfied
764,Male,43,Returning,Business,Business,309,0,4,4,4,4,4,4,5,4,5,3,4,5,4,5,5,Satisfied
765,Male,59,Returning,Business,Business,2394,4,8,4,3,5,4,4,4,4,4,4,3,4,4,4,4,Satisfied
766,Female,60,Returning,Business,Business,354,0,0,1,1,3,5,1,4,5,4,3,2,4,1,4,4,Satisfied
767,Female,46,Returning,Business,Business,1942,0,0,3,3,2,4,3,3,4,3,2,5,3,3,3,3,Neutral or Dissatisfied
768,Female,52,Returning,Business,Business,1920,13,13,2,2,3,4,2,3,3,3,3,4,3,3,3,3,Neutral or Dissatisfied
769,Male,49,Returning,Business,Business,158,0,0,4,4,5,4,4,4,4,4,5,2,4,4,4,4,Satisfied
770,Male,60,Returning,Business,Business,2883,0,0,3,3,1,2,3,2,3,2,1,2,2,1,2,1,Neutral or Dissatisfied
771,Male,44,Returning,Business,Business,312,0,0,3,5,3,5,3,5,5,5,3,3,5,3,5,5,Satisfied
772,Female,73,Returning,Business,Business,134,0,0,3,3,4,4,3,2,4,2,3,2,2,3,2,3,Neutral or Dissatisfied
773,Male,54,Returning,Business,Business,2218,0,0,1,1,2,4,1,2,3,2,4,3,2,2,2,2,Neutral or Dissatisfied
774,Female,56,Returning,Business,Business,3886,0,0,2,2,3,4,2,4,5,4,4,3,4,2,4,4,Satisfied
775,Female,56,Returning,Business,Business,2568,0,0,1,1,3,3,1,3,2,3,4,5,3,3,3,3,Neutral or Dissatisfied
776,Male,55,Returning,Business,Business,247,23,26,3,3,3,5,3,3,5,4,4,5,3,3,3,3,Satisfied
777,Female,50,Returning,Business,Business,3623,0,0,0,0,5,5,5,3,4,3,4,4,3,0,3,3,Satisfied
778,Male,42,Returning,Business,Business,2211,56,51,1,1,4,2,1,3,2,3,1,3,3,1,3,1,Neutral or Dissatisfied
779,Male,42,Returning,Business,Business,247,0,4,1,1,3,5,1,4,5,4,3,4,4,1,4,4,Satisfied
780,Male,60,Returning,Business,Business,113,0,0,4,0,5,5,1,5,5,5,5,2,5,0,5,5,Satisfied
781,Male,37,Returning,Business,Business,2421,4,1,3,3,3,4,3,5,4,5,5,2,5,3,5,5,Satisfied
782,Male,39,First-time,Business,Business,89,23,38,0,0,4,0,3,5,1,5,1,1,5,5,1,4,Satisfied
783,Female,44,Returning,Business,Business,89,0,0,3,3,5,5,3,4,5,5,5,2,4,3,4,5,Satisfied
784,Male,24,First-time,Business,Economy,134,0,0,0,3,3,3,1,5,5,4,5,5,5,3,5,4,Neutral or Dissatisfied
785,Male,40,First-time,Business,Business,270,0,0,4,4,4,4,4,5,4,5,4,4,5,4,4,5,Neutral or Dissatisfied
786,Male,22,First-time,Business,Economy,134,27,18,4,1,3,1,4,2,4,2,4,4,4,1,4,3,Neutral or Dissatisfied
787,Female,56,Returning,Business,Business,1707,7,15,4,4,3,4,4,4,5,5,4,3,4,4,4,4,Satisfied
788,Female,30,First-time,Business,Business,89,9,0,2,2,1,2,4,4,2,4,2,2,4,1,2,4,Neutral or Dissatisfied
789,Female,40,Returning,Business,Business,3553,0,0,1,3,4,5,3,5,5,5,5,3,5,3,5,5,Satisfied
790,Female,47,Returning,Business,Business,482,9,0,2,2,5,4,2,4,5,4,4,5,4,2,4,4,Satisfied
791,Female,17,First-time,Business,Economy,354,10,12,4,3,4,3,4,1,4,4,4,4,4,3,4,3,Neutral or Dissatisfied
792,Female,41,Returning,Business,Business,158,0,0,1,3,3,4,1,4,5,4,4,4,4,1,4,4,Satisfied
793,Female,49,Returning,Business,Business,3125,102,96,4,4,5,4,4,5,4,5,5,5,5,4,5,5,Satisfied
794,Female,22,First-time,Business,Business,309,0,0,0,1,3,1,4,3,3,2,2,2,4,0,2,4,Satisfied
795,Female,44,First-time,Business,Business,354,22,20,2,2,2,3,3,1,5,4,5,5,3,3,5,2,Neutral or Dissatisfied
796,Female,37,First-time,Business,Business,158,0,0,3,3,1,3,4,4,3,4,3,3,3,3,3,4,Neutral or Dissatisfied
797,Male,27,First-time,Business,Business,312,175,174,1,1,5,5,2,5,5,5,5,1,3,1,4,5,Neutral or Dissatisfied
798,Female,48,First-time,Business,Business,309,0,5,2,2,4,2,3,1,5,3,5,5,4,2,5,4,Neutral or Dissatisfied
799,Male,55,Returning,Business,Business,2389,37,28,1,1,4,5,1,5,5,5,4,2,5,1,5,5,Satisfied
800,Male,25,First-time,Business,Business,309,0,0,3,3,4,3,2,1,2,2,3,3,2,3,3,3,Neutral or Dissatisfied
801,Female,55,Returning,Business,Business,1688,0,0,2,2,4,5,2,5,5,5,3,2,5,2,5,5,Satisfied
802,Male,47,Returning,Business,Business,134,0,0,3,3,2,4,3,2,4,2,2,4,2,2,2,2,Neutral or Dissatisfied
803,Female,42,Returning,Business,Business,3761,5,12,1,1,4,4,1,3,3,3,4,3,3,3,3,3,Neutral or Dissatisfied
804,Male,44,First-time,Business,Business,282,15,21,2,2,1,2,4,3,2,3,2,2,3,2,2,4,Neutral or Dissatisfied
805,Male,42,Returning,Business,Business,1750,0,5,5,5,2,3,5,1,3,1,4,3,1,1,1,1,Neutral or Dissatisfied
806,Male,42,Returning,Business,Business,1538,0,1,3,3,1,3,3,3,3,3,4,1,3,3,3,3,Neutral or Dissatisfied
807,Female,58,First-time,Business,Business,396,0,0,4,4,1,4,4,2,5,4,5,5,3,4,5,4,Neutral or Dissatisfied
808,Female,50,Returning,Business,Business,134,4,8,4,1,3,5,4,4,5,4,3,3,4,4,4,5,Satisfied
809,Male,57,Returning,Business,Business,309,17,16,1,1,2,2,1,2,3,2,1,2,2,2,2,2,Neutral or Dissatisfied
810,Male,26,First-time,Business,Business,354,0,7,1,3,3,3,3,2,3,5,3,3,3,3,3,3,Neutral or Dissatisfied
811,Female,42,Returning,Business,Business,1532,6,1,1,1,5,4,1,5,5,5,3,2,5,1,5,5,Satisfied
812,Female,22,First-time,Business,Business,229,37,37,3,2,4,2,3,1,2,4,2,2,3,2,2,3,Neutral or Dissatisfied
813,Male,37,First-time,Business,Business,247,2,6,2,2,4,2,4,4,3,3,3,3,4,2,3,4,Neutral or Dissatisfied
814,Male,30,Returning,Business,Business,309,0,0,3,3,4,2,3,3,2,5,2,2,4,2,2,3,Neutral or Dissatisfied
815,Male,40,Returning,Business,Business,158,0,0,4,0,3,4,5,4,4,4,3,4,4,0,4,4,Satisfied
816,Female,48,Returning,Business,Business,2658,0,0,0,0,5,4,1,2,5,5,5,3,2,0,2,5,Satisfied
817,Male,51,Returning,Business,Business,102,0,0,1,1,3,4,1,5,5,5,5,3,5,1,5,4,Satisfied
818,Female,37,Returning,Business,Business,3853,0,0,3,3,3,2,3,3,2,3,1,1,3,3,3,3,Neutral or Dissatisfied
819,Female,43,Returning,Business,Business,102,39,48,3,3,3,5,3,4,4,4,3,3,4,3,4,5,Satisfied
820,Male,41,First-time,Business,Business,309,18,18,2,2,3,2,4,3,2,4,2,2,4,2,2,4,Neutral or Dissatisfied
821,Female,52,Returning,Business,Business,2236,27,28,3,3,4,4,3,2,4,2,3,3,2,2,2,2,Neutral or Dissatisfied
822,Male,47,Returning,Business,Business,158,0,0,5,4,4,4,5,3,4,4,4,3,3,5,3,4,Satisfied
823,Male,60,Returning,Business,Business,102,0,0,1,5,4,5,1,5,5,5,3,2,5,1,5,5,Satisfied
824,Female,54,Returning,Business,Business,2538,0,1,0,0,3,5,1,4,4,4,3,4,4,0,4,4,Satisfied
825,Female,53,Returning,Business,Business,1588,7,18,0,0,3,4,3,5,4,4,4,3,5,0,5,4,Satisfied
826,Male,47,Returning,Business,Business,2880,0,0,5,5,4,1,5,2,2,2,4,3,2,2,2,2,Neutral or Dissatisfied
827,Male,43,Returning,Business,Business,3120,4,0,3,3,3,4,3,5,4,5,4,5,5,3,5,5,Satisfied
828,Female,61,Returning,Business,Business,396,13,2,4,4,5,4,4,4,5,4,4,3,4,4,4,4,Satisfied
829,Female,57,Returning,Business,Business,164,25,23,4,4,3,4,4,2,3,2,4,3,2,3,2,3,Neutral or Dissatisfied
830,Female,27,First-time,Business,Business,89,57,52,3,3,1,3,3,3,3,1,3,3,4,3,3,4,Neutral or Dissatisfied
831,Female,25,First-time,Business,Business,247,0,2,1,1,3,1,3,1,3,3,3,3,2,1,3,3,Neutral or Dissatisfied
832,Female,38,Returning,Business,Business,134,0,16,3,3,1,4,3,2,4,2,3,3,2,1,2,1,Neutral or Dissatisfied
833,Male,47,Returning,Business,Business,229,36,27,5,3,3,4,5,3,5,4,5,3,3,5,3,3,Satisfied
834,Female,20,First-time,Business,Business,134,0,0,4,2,3,2,3,2,5,1,5,5,3,2,5,4,Neutral or Dissatisfied
835,Male,34,Returning,Business,Business,354,31,29,2,2,1,3,2,2,3,2,4,1,2,2,2,2,Neutral or Dissatisfied
836,Male,39,Returning,Business,Business,2879,0,0,5,5,2,4,5,2,3,2,3,1,2,3,2,3,Neutral or Dissatisfied
837,Female,43,Returning,Business,Business,3923,7,8,3,3,2,2,3,4,2,4,3,3,4,1,4,1,Neutral or Dissatisfied
838,Female,35,First-time,Business,Business,89,0,0,5,5,4,5,3,2,3,2,3,3,4,4,3,4,Neutral or Dissatisfied
839,Female,45,Returning,Business,Business,2708,4,0,5,5,2,3,5,2,3,3,1,5,2,2,2,2,Neutral or Dissatisfied
840,Female,51,Returning,Business,Business,229,12,4,1,1,3,3,1,2,3,2,4,5,2,2,2,2,Neutral or Dissatisfied
841,Female,58,Returning,Business,Business,2808,11,6,2,2,2,3,2,3,4,3,4,4,3,3,3,3,Neutral or Dissatisfied
842,Male,52,Returning,Business,Business,134,0,0,5,0,5,4,1,5,5,5,3,4,5,0,5,5,Satisfied
843,Female,23,Returning,Business,Business,89,0,0,2,3,4,3,2,4,3,2,3,3,3,3,3,3,Neutral or Dissatisfied
844,Male,52,Returning,Business,Business,1959,0,0,4,4,4,5,4,4,4,4,3,3,4,4,4,4,Satisfied
845,Male,46,Returning,Business,Business,3934,0,0,2,2,4,5,2,4,4,4,3,5,4,2,4,4,Satisfied
846,Female,39,Returning,Business,Business,2224,0,0,3,3,2,3,3,3,4,4,4,2,3,4,3,4,Neutral or Dissatisfied
847,Male,48,Returning,Business,Business,134,0,0,3,2,3,5,3,5,5,5,4,2,5,3,5,4,Satisfied
848,Male,63,Returning,Business,Business,134,0,0,5,5,1,3,5,2,4,3,1,5,2,3,2,3,Neutral or Dissatisfied
849,Female,38,Returning,Business,Business,2885,4,8,1,4,4,3,1,3,4,3,1,5,3,3,3,3,Neutral or Dissatisfied
850,Female,54,Returning,Business,Business,354,0,0,5,5,2,3,5,3,4,3,2,2,3,3,3,3,Neutral or Dissatisfied
851,Male,39,Returning,Business,Business,309,0,0,4,4,4,3,4,2,3,2,2,2,2,2,2,2,Neutral or Dissatisfied
852,Male,49,Returning,Business,Business,134,0,0,3,1,4,2,3,1,2,1,3,3,1,2,1,2,Neutral or Dissatisfied
853,Male,17,First-time,Business,Economy,229,0,0,3,3,1,3,3,4,5,3,5,5,3,3,5,4,Neutral or Dissatisfied
854,Female,18,First-time,Business,Economy,158,0,0,0,5,4,5,4,5,5,2,3,3,5,5,3,4,Satisfied
855,Male,45,Returning,Business,Business,2930,0,0,1,1,4,5,2,1,5,1,4,4,1,0,1,1,Satisfied
856,Female,58,Returning,Business,Business,354,0,0,2,2,2,4,2,2,3,2,1,1,2,2,2,2,Neutral or Dissatisfied
857,Male,49,Returning,Business,Business,2449,0,0,4,4,4,4,4,4,4,4,4,2,4,4,4,4,Satisfied
858,Male,40,Returning,Business,Business,2845,3,8,5,3,3,4,5,3,4,3,3,4,3,1,3,1,Neutral or Dissatisfied
859,Female,50,Returning,Business,Business,309,0,0,3,3,4,4,3,4,5,4,5,3,4,3,4,4,Satisfied
860,Female,56,Returning,Business,Business,247,9,5,5,5,3,4,5,3,4,4,2,4,3,3,3,3,Neutral or Dissatisfied
861,Male,20,First-time,Business,Economy,113,0,0,0,2,3,2,1,5,2,5,4,4,5,2,4,4,Neutral or Dissatisfied
862,Male,55,Returning,Business,Business,2480,0,0,5,0,3,4,2,2,4,2,4,2,2,0,2,2,Satisfied
863,Female,36,First-time,Business,Business,282,0,0,2,2,5,2,4,3,3,5,3,3,4,2,3,5,Neutral or Dissatisfied
864,Female,39,First-time,Business,Business,312,9,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,Neutral or Dissatisfied
865,Male,42,Returning,Business,Business,1656,20,11,3,3,3,4,3,2,3,2,4,3,2,2,2,2,Neutral or Dissatisfied
866,Male,44,Returning,Business,Business,1644,0,0,4,4,4,3,4,2,4,2,3,5,2,2,2,2,Neutral or Dissatisfied
867,Female,45,Returning,Business,Business,3665,0,0,5,5,2,3,5,3,3,3,1,5,3,1,3,1,Neutral or Dissatisfied
868,Male,57,Returning,Business,Business,113,0,0,2,2,1,3,2,1,4,1,1,2,1,4,1,4,Neutral or Dissatisfied
869,Male,23,First-time,Business,Business,134,0,0,0,5,4,5,1,4,5,4,5,5,5,5,5,5,Satisfied
870,Male,44,Returning,Business,Business,2184,39,42,2,2,2,3,2,4,2,3,1,1,4,3,4,3,Neutral or Dissatisfied
871,Male,25,Returning,Business,Business,2661,30,31,1,1,3,1,1,1,1,2,1,1,4,1,1,3,Neutral or Dissatisfied
872,Male,43,Returning,Business,Business,309,0,0,4,4,1,3,4,1,4,2,4,2,1,1,1,1,Neutral or Dissatisfied
873,Female,35,Returning,Business,Business,3587,0,0,2,2,4,5,2,5,5,5,5,2,5,2,5,5,Satisfied
874,Male,20,First-time,Business,Business,134,66,67,0,0,4,0,3,3,3,3,3,3,5,0,3,5,Satisfied
875,Female,31,Returning,Business,Business,229,0,0,5,5,1,2,5,3,2,2,2,2,3,2,2,4,Neutral or Dissatisfied
876,Female,20,First-time,Business,Economy,134,0,0,3,5,4,5,3,1,4,1,4,4,4,4,4,4,Neutral or Dissatisfied
877,Female,27,First-time,Business,Business,312,0,0,4,4,4,4,1,3,5,4,5,5,5,4,5,4,Satisfied
878,Female,37,First-time,Business,Business,312,0,0,4,4,5,4,1,5,2,2,2,2,4,4,2,5,Satisfied
879,Female,80,Returning,Business,Business,229,2,0,5,5,4,3,5,4,3,4,1,5,4,4,4,4,Neutral or Dissatisfied
880,Male,43,Returning,Business,Business,2505,0,0,4,4,4,4,4,4,4,4,4,5,4,4,4,4,Satisfied
881,Male,59,First-time,Business,Business,134,0,0,2,2,2,3,3,1,1,1,1,1,3,3,1,3,Neutral or Dissatisfied
882,Male,49,Returning,Business,Business,3474,0,0,4,4,4,4,4,4,5,4,4,2,4,4,4,4,Satisfied
883,Female,15,Returning,Business,Business,270,0,0,3,3,4,2,3,3,2,2,2,2,2,2,2,3,Neutral or Dissatisfied
884,Male,39,Returning,Business,Business,396,0,,3,5,5,4,3,3,4,3,3,3,3,3,3,3,Satisfied
885,Female,45,Returning,Business,Business,3477,0,0,3,3,4,4,3,5,4,5,4,3,5,3,5,5,Satisfied
886,Male,47,Returning,Business,Business,2708,0,0,1,1,1,2,1,2,1,2,3,3,2,2,2,2,Neutral or Dissatisfied
887,Female,41,Returning,Business,Business,3080,0,6,2,2,3,4,2,4,4,3,1,5,4,2,4,2,Neutral or Dissatisfied
888,Male,42,Returning,Business,Business,134,0,1,3,3,1,3,3,4,4,4,3,4,4,4,4,4,Neutral or Dissatisfied
889,Male,17,First-time,Business,Economy,309,0,0,1,2,2,2,3,3,5,2,2,2,4,2,2,3,Neutral or Dissatisfied
890,Female,55,Returning,Business,Business,2431,0,0,2,2,4,3,2,2,4,2,4,3,2,1,2,1,Neutral or Dissatisfied
891,Female,51,Returning,Business,Business,134,0,0,1,1,5,4,1,4,5,4,3,3,4,1,4,5,Satisfied
892,Female,24,First-time,Business,Economy,113,20,6,2,2,2,2,4,4,3,5,3,3,4,2,3,4,Neutral or Dissatisfied
893,Female,33,First-time,Business,Business,102,8,43,1,1,1,1,4,1,2,3,2,2,4,1,2,4,Neutral or Dissatisfied
894,Male,26,First-time,Business,Business,89,29,25,3,4,2,4,4,1,3,1,4,4,4,4,4,3,Neutral or Dissatisfied
895,Male,53,Returning,Business,Business,2319,13,6,2,4,4,4,2,4,4,4,2,5,4,4,4,4,Neutral or Dissatisfied
896,Female,39,Returning,Business,Business,1976,0,13,2,2,3,2,2,1,2,1,1,3,1,1,1,1,Neutral or Dissatisfied
897,Female,16,First-time,Business,Economy,158,0,0,0,5,5,5,1,3,5,5,5,5,4,5,5,4,Satisfied
898,Female,40,First-time,Business,Business,247,19,15,3,3,3,3,4,2,4,1,4,4,4,2,4,4,Neutral or Dissatisfied
899,Male,36,Returning,Business,Business,3426,0,0,4,4,3,3,4,2,4,2,1,1,2,4,2,4,Neutral or Dissatisfied
900,Male,40,Returning,Business,Business,2582,0,2,4,4,2,2,4,1,2,1,1,1,1,1,1,1,Neutral or Dissatisfied
901,Female,18,First-time,Business,Economy,309,48,63,3,3,4,3,3,2,2,1,2,2,3,3,2,4,Neutral or Dissatisfied
902,Male,47,First-time,Business,Business,113,0,0,1,1,2,1,3,1,1,3,4,4,3,1,4,4,Neutral or Dissatisfied
903,Female,24,First-time,Business,Business,89,0,0,3,3,4,3,2,3,2,4,5,5,3,3,5,2,Neutral or Dissatisfied
904,Female,51,Returning,Business,Business,354,0,0,1,1,2,3,1,3,4,2,2,2,3,3,3,3,Neutral or Dissatisfied
